Year,,_1,Year_link,_link,_1_link,Source_Table,Western consul,Eastern consul,Western consul_link,Eastern consul_link
,A. Sempronius Atratinus III,M. Papirius Mugillanus II,,https://en.wikipedia.org/wiki/Aulus_Sempronius_Atratinus_(consular_tribune_425_BC),https://en.wikipedia.org/wiki/Marcus_Papirius_Mugillanus,Table_2,,,,
,Q. Fabius Vibulanus,Sp. Nautius Rutilus II,,https://en.wikipedia.org/wiki/Quintus_Fabius_Vibulanus_(consul_423_BC),https://en.wikipedia.org/wiki/Spurius_Nautius_Rutilus_(consular_tribune_419_BC),Table_2,,,,
415,Consular tribunes,,,,,Table_2,,,,
,P. Cornelius Cossus,C. Valerius Potitus Volusus,,https://en.wikipedia.org/wiki/Publius_Cornelius_Cossus_(consular_tribune_415_BC),https://en.wikipedia.org/wiki/Gaius_Valerius_Potitus_Volusus,Table_2,,,,
,Q. Quinctius Cincinnatus,N. (or Cn.) Fabius Vibulanus,,https://en.wikipedia.org/wiki/Quintus_Quinctius_Cincinnatus_(consular_tribune_415_BC),https://en.wikipedia.org/wiki/Numerius_Fabius_Vibulanus,Table_2,,,,
414,Consular tribunes,,,,,Table_2,,,,
,Cn. Cornelius Cossus,L. Valerius Potitus,,https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Cossus_(consul_409_BC),https://en.wikipedia.org/wiki/Lucius_Valerius_Potitus_(consul_392_BC),Table_2,,,,
,Q. Fabius Vibulanus II,P. Postumius Albinus Regillensis,,https://en.wikipedia.org/wiki/Quintus_Fabius_Vibulanus_(consul_423_BC),https://en.wikipedia.org/wiki/Publius_Postumius_Albus_Regillensis,Table_2,,,,
413,(A. or M.) Cornelius Cossus,L. Furius Medullinus,,,https://en.wikipedia.org/wiki/Lucius_Furius_Medullinus_(consular_tribune_407_BC),Table_2,,,,
412,Q. Fabius Vibulanus (?)Ambustus (II?)[57],C. Furius Pacilus,,https://en.wikipedia.org#cite_note-57,https://en.wikipedia.org/wiki/Gaius_Furius_Pacilus_(consul_412_BC),Table_2,,,,
411,M. Papirius Mugillanus[58],Sp. (or C.) Nautius Rutilus,,https://en.wikipedia.org/wiki/Marcus_Papirius_Mugillanus,https://en.wikipedia.org/wiki/Spurius_Nautius_Rutilus_(consular_tribune_419_BC),Table_2,,,,
410,M'. Aemilius Mamercinus,C. Valerius Potitus Volusus,,https://en.wikipedia.org/wiki/Manius_Aemilius_Mamercinus,https://en.wikipedia.org/wiki/Gaius_Valerius_Potitus_Volusus,Table_2,,,,
409,Cn. Cornelius Cossus,L. Furius Medullinus II,,https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Cossus_(consul_409_BC),https://en.wikipedia.org/wiki/Lucius_Furius_Medullinus_(consular_tribune_407_BC),Table_2,,,,
408,Consular tribunes,,,,,Table_2,,,,
,C. Julius Iullus,P. Cornelius Cossus,,https://en.wikipedia.org/wiki/Gaius_Julius_Iullus_(censor),https://en.wikipedia.org/wiki/Publius_Cornelius_Cossus_(consular_tribune_408_BC),Table_2,,,,
,C. Servilius Ahala,,,https://en.wikipedia.org/wiki/Gaius_Servilius_Ahala_(consular_tribune_408_BC),,Table_2,,,,
407,Consular tribunes,,,,,Table_2,,,,
,L. Furius Medullinus,C. Valerius Potitus Volusus II,,https://en.wikipedia.org/wiki/Lucius_Furius_Medullinus_(consular_tribune_407_BC),https://en.wikipedia.org/wiki/Gaius_Valerius_Potitus_Volusus,Table_2,,,,
,N. (or Cn.) Fabius Vibulanus II,C. Servilius Ahala II,,https://en.wikipedia.org/wiki/Numerius_Fabius_Vibulanus,https://en.wikipedia.org/wiki/Gaius_Servilius_Ahala_(consular_tribune_408_BC),Table_2,,,,
406,Consular tribunes,,,,,Table_2,,,,
,P. Cornelius Rutilus Cossus,Cn. Cornelius Cossus,,https://en.wikipedia.org/wiki/Publius_Cornelius_Rutilus_Cossus,https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Cossus_(consular_tribune_406_BC),Table_2,,,,
,N. (or Cn.) Fabius Ambustus,L. Valerius Potitus II,,https://en.wikipedia.org/wiki/Numerius_Fabius_Ambustus,https://en.wikipedia.org/wiki/Lucius_Valerius_Potitus_(consul_392_BC),Table_2,,,,
405,Consular tribunes,,,,,Table_2,,,,
,T. Quinctius Capitolinus Barbatus,Q. Quinctius Cincinnatus II,,https://en.wikipedia.org/wiki/Titus_Quinctius_Capitolinus_Barbatus_(consul_421_BC),https://en.wikipedia.org/wiki/Quintus_Quinctius_Cincinnatus_(consular_tribune_415_BC),Table_2,,,,
,C. Julius Iullus II,A. Manlius Vulso Capitolinus,,https://en.wikipedia.org/wiki/Gaius_Julius_Iullus_(censor),https://en.wikipedia.org/wiki/Aulus_Manlius_Vulso_Capitolinus,Table_2,,,,
,L. Furius Medullinus II,M'. Aemilius Mamercinus,,https://en.wikipedia.org/wiki/Lucius_Furius_Medullinus_(consular_tribune_407_BC),https://en.wikipedia.org/wiki/Manius_Aemilius_Mamercinus,Table_2,,,,
404,Consular tribunes,,,,,Table_2,,,,
,C. Valerius Potitus Volusus III,M'. Sergius Fidenas,,https://en.wikipedia.org/wiki/Gaius_Valerius_Potitus_Volusus,https://en.wikipedia.org/wiki/Manius_Sergius_Fidenas,Table_2,,,,
,P. Cornelius Maluginensis,Cn. Cornelius Cossus II,,https://en.wikipedia.org/wiki/Publius_Cornelius_Maluginensis_(consular_tribune_404_BC),https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Cossus_(consular_tribune_406_BC),Table_2,,,,
,K. Fabius Ambustus[59],Sp. Nautius Rutilus III,,https://en.wikipedia.org/wiki/Caeso_Fabius_Ambustus,https://en.wikipedia.org/wiki/Spurius_Nautius_Rutilus_(consular_tribune_419_BC),Table_2,,,,
403,Consular tribunes,,,,,Table_2,,,,
,M'. Aemilius Mamercinus II,L. Valerius Potitus III,,https://en.wikipedia.org/wiki/Manius_Aemilius_Mamercinus,https://en.wikipedia.org/wiki/Lucius_Valerius_Potitus_(consul_392_BC),Table_2,,,,
,Ap. Claudius Crassus,M. Quinctilius Varus,,https://en.wikipedia.org/wiki/Appius_Claudius_Crassus_(consular_tribune_403_BC),https://en.wikipedia.org/wiki/Marcus_Quinctilius_Varus,Table_2,,,,
,L. Julius Iullus,M. Furius Fusus,,https://en.wikipedia.org/wiki/Lucius_Julius_Iulus_(consular_tribune_403_BC),https://en.wikipedia.org/wiki/Marcus_Furius_Fusus,Table_2,,,,
402,Consular tribunes,,,,,Table_2,,,,
,C. Servilius Ahala III,Q. Servilius Fidenas,,https://en.wikipedia.org/wiki/Gaius_Servilius_Ahala_(consular_tribune_408_BC),https://en.wikipedia.org/wiki/Quintus_Servilius_Fidenas,Table_2,,,,
,L. Verginius Tricostus Esquilinus,Q. Sulpicius Camerinus Cornutus,,https://en.wikipedia.org/wiki/Lucius_Verginius_Tricostus_Esquilinus,https://en.wikipedia.org/wiki/Quintus_Sulpicius_Camerinus_Cornutus_(consular_tribune),Table_2,,,,
,A. Manlius Vulso Capitolinus II,M'. Sergius Fidenas II,,https://en.wikipedia.org/wiki/Aulus_Manlius_Vulso_Capitolinus,https://en.wikipedia.org/wiki/Manius_Sergius_Fidenas,Table_2,,,,
401,Consular tribunes[60],,,https://en.wikipedia.org#cite_note-60,,Table_2,,,,
,L. Valerius Potitus IV,M. Furius Camillus,,https://en.wikipedia.org/wiki/Lucius_Valerius_Potitus_(consul_392_BC),https://en.wikipedia.org/wiki/Marcus_Furius_Camillus,Table_2,,,,
,M'. Aemilius Mamercinus III,Cn. Cornelius Cossus III,,https://en.wikipedia.org/wiki/Manius_Aemilius_Mamercinus,https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Cossus_(consular_tribune_406_BC),Table_2,,,,
,K. Fabius Ambustus II,L. Julius Iullus,,https://en.wikipedia.org/wiki/Caeso_Fabius_Ambustus,https://en.wikipedia.org/wiki/Lucius_Julius_Iulus_(consular_tribune_401_BC),Table_2,,,,
Year,,,,,,Table_3,,,,
400,Consular tribunes,,,,,Table_3,,,,
,P. Licinius Calvus Esquilinus,P. Manlius Vulso,,,,Table_3,,,,
,L. Titinius Pansa Saccus,P. Maelius Capitolinus,,https://en.wikipedia.org/wiki/Lucius_Titinius_Pansa_Saccus,,Table_3,,,,
,Sp. Furius Medullinus,L. Publilius Philo Vulscus,,,,Table_3,,,,
399,Consular tribunes,,,,,Table_3,,,,
,Cn. Genucius Augurinus,L. Atilius Priscus,,https://en.wikipedia.org/wiki/Gnaeus_Genucius_Augurinus,,Table_3,,,,
,M. Pomponius Rufus,C. Duillius Longus,,,,Table_3,,,,
,M. Veturius Crassus Cicurinus,Volero Publilius Philo,,,,Table_3,,,,
398,Consular tribunes,,,,,Table_3,,,,
,L. Valerius Potitus V,M. Valerius Lactucinus Maximus,,https://en.wikipedia.org/wiki/Lucius_Valerius_Potitus_(consul_392_BC),,Table_3,,,,
,M. Furius Camillus II,L. Furius Medullinus III,,https://en.wikipedia.org/wiki/Marcus_Furius_Camillus,https://en.wikipedia.org/wiki/Lucius_Furius_Medullinus_(consular_tribune_407_BC),Table_3,,,,
,Q. Servilius Fidenas II,Q. Sulpicius Camerinus Cornutus II,,https://en.wikipedia.org/wiki/Quintus_Servilius_Fidenas,https://en.wikipedia.org/wiki/Quintus_Sulpicius_Camerinus_Cornutus_(consular_tribune),Table_3,,,,
397,Consular tribunes,,,,,Table_3,,,,
,L. Julius Iullus II,L. Furius Medullinus IV,,https://en.wikipedia.org/wiki/Lucius_Julius_Iulus_(consular_tribune_401_BC),https://en.wikipedia.org/wiki/Lucius_Furius_Medullinus_(consular_tribune_407_BC),Table_3,,,,
,L. Sergius Fidenas,A. Postumius Albinus Regillensis,,,https://en.wikipedia.org/wiki/Aulus_Postumius_Albinus_Regillensis,Table_3,,,,
,P. Cornelius Maluginensis,A. Manlius Vulso Capitolinus III,,,https://en.wikipedia.org/wiki/Aulus_Manlius_Vulso_Capitolinus,Table_3,,,,
396,Consular tribunes,,,,,Table_3,,,,
,L. Titinius Pansa Saccus II,P. Licinius Calvus Esquilinus II,,,,Table_3,,,,
,P. Maelius Capitolinus II,Q. Manlius Vulso Capitolinus,,,,Table_3,,,,
,Cn. Genucius Augurinus II,L. Atilius Priscus II,,https://en.wikipedia.org/wiki/Gnaeus_Genucius_Augurinus,,Table_3,,,,
395,Consular tribunes,,,,,Table_3,,,,
,P. Cornelius Cossus,P. Cornelius Scipio,,,,Table_3,,,,
,K. Fabius Ambustus III,L. Furius Medullinus V,,https://en.wikipedia.org/wiki/Caeso_Fabius_Ambustus,https://en.wikipedia.org/wiki/Lucius_Furius_Medullinus_(consular_tribune_407_BC),Table_3,,,,
,Q. Servilius Fidenas III,M. Valerius Lactucinus Maximus II,,https://en.wikipedia.org/wiki/Quintus_Servilius_Fidenas,,Table_3,,,,
394,Consular tribunes,,,,,Table_3,,,,
,M. Furius Camillus III,L. Furius Medullinus VI,,https://en.wikipedia.org/wiki/Marcus_Furius_Camillus,https://en.wikipedia.org/wiki/Lucius_Furius_Medullinus_(consular_tribune_407_BC),Table_3,,,,
,C. Aemilius Mamercinus,L. Valerius Poplicola,,,,Table_3,,,,
,Sp. Postumius Albinus Regillensis,P. Cornelius (Maluginensis or Scipio or Cossus) II,,https://en.wikipedia.org/wiki/Spurius_Postumius_Albinus_Regillensis,,Table_3,,,,
393,L. Valerius Potitus (invalidated),Cornelius Maluginensis (invalidated),,https://en.wikipedia.org/wiki/Lucius_Valerius_Potitus_(consul_392_BC),,Table_3,,,,
,L. Lucretius Tricipitinus Flavus,Ser. Sulpicius Camerinus,,https://en.wikipedia.org/wiki/Lucius_Lucretius_Tricipitinus_Flavus,,Table_3,,,,
392,L. Valerius Potitus II,M. Manlius Capitolinus,,https://en.wikipedia.org/wiki/Lucius_Valerius_Potitus_(consul_392_BC),https://en.wikipedia.org/wiki/Marcus_Manlius_Capitolinus,Table_3,,,,
391,Consular tribunes[61],,,https://en.wikipedia.org#cite_note-61,,Table_3,,,,
,L. Lucretius Tricipitinus Flavus,Ser. Sulpicius Camerinus,,https://en.wikipedia.org/wiki/Lucius_Lucretius_Tricipitinus_Flavus,,Table_3,,,,
,L. Aemilius Mamercinus[62],L. Furius Medullinus VII,,https://en.wikipedia.org/wiki/Lucius_Aemilius_Mamercinus_(consular_tribune_391_BC),https://en.wikipedia.org/wiki/Lucius_Furius_Medullinus_(consular_tribune_407_BC),Table_3,,,,
,Agrippa Furius Fusus,C. Aemilius Mamercinus II,,,,Table_3,,,,
390,Consular tribunes[63],,,"https://en.wikipedia.org#cite_note-FOOTNOTEDrummond197888,_92-63",,Table_3,,,,
,Q. Sulpicius Longus,Q. Fabius Ambustus,,https://en.wikipedia.org/wiki/Quintus_Sulpicius_Longus,https://en.wikipedia.org/wiki/Quintus_Fabius_Ambustus_(tribune),Table_3,,,,
,K. Fabius Ambustus IV,N. (or Cn.) Fabius Ambustus II,,https://en.wikipedia.org/wiki/Caeso_Fabius_Ambustus,https://en.wikipedia.org/wiki/Numerius_Fabius_Ambustus,Table_3,,,,
,Q. Servilius Fidenas IV,P. Cornelius Maluginensis II,,https://en.wikipedia.org/wiki/Quintus_Servilius_Fidenas,,Table_3,,,,
389,Consular tribunes,,,,,Table_3,,,,
,L. Valerius Poplicola II,L. Verginius Tricostus (Esquilinus II?),,,https://en.wikipedia.org/wiki/Lucius_Verginius_Tricostus_Esquilinus,Table_3,,,,
,P. Cornelius,A. Manlius Capitolinus,,,https://en.wikipedia.org/wiki/Aulus_Manlius_Capitolinus,Table_3,,,,
,L. Aemilius Mamercinus II,L. Postumius Albinus Regillensis,,https://en.wikipedia.org/wiki/Lucius_Aemilius_Mamercinus_(consular_tribune_391_BC),,Table_3,,,,
,(?) L. Papirius (Mugillanus?)[64],(?) M. Furius,,https://en.wikipedia.org#cite_note-64,,Table_3,,,,
388,Consular tribunes,,,,,Table_3,,,,
,T. Quinctius Cincinnatus Capitolinus,Q. Servilius Fidenas V,,,,Table_3,,,,
,L. Julius Iullus,L. Aquillius Corvus,,https://en.wikipedia.org/wiki/Lucius_Julius_Iulus_(consular_tribune_388_BC),,Table_3,,,,
,L. Lucretius Tricipitinus Flavus II,Ser. Sulpicius Rufus,,https://en.wikipedia.org/wiki/Lucius_Lucretius_Tricipitinus_Flavus,,Table_3,,,,
387,Consular tribunes[65],,,https://en.wikipedia.org#cite_note-65,,Table_3,,,,
,L. Papirius Cursor,Cn. Sergius Fidenas Coxo,,,,Table_3,,,,
,L. Aemilius Mamercinus III,Licinus Menenius Lanatus,,https://en.wikipedia.org/wiki/Lucius_Aemilius_Mamercinus_(consular_tribune_391_BC),,Table_3,,,,
,L. Valerius Poplicola III,,,,,Table_3,,,,
386,Consular tribunes,,,,,Table_3,,,,
,M. Furius Camillus IV,Ser. Cornelius Maluginensis,,https://en.wikipedia.org/wiki/Marcus_Furius_Camillus,,Table_3,,,,
,Q. Servilius Fidenas VI,L. Quinctius Cincinnatus,,,,Table_3,,,,
,L. Horatius Pulvillus,P. Valerius Potitus Poplicola,,,,Table_3,,,,
385,Consular tribunes,,,,,Table_3,,,,
,A. Manlius Capitolinus II,P. Cornelius,,https://en.wikipedia.org/wiki/Aulus_Manlius_Capitolinus,,Table_3,,,,
,T. Quinctius (Cincinnatus?) Capitolinus II,L. Quinctius Capitolinus,,,,Table_3,,,,
,L. Papirius Cursor II,Cn. Sergius Fidenas Coxo II,,,,Table_3,,,,
384,Consular tribunes,,,,,Table_3,,,,
,Ser. Cornelius Maluginensis II,P. Valerius Potitus Poplicola II,,,,Table_3,,,,
,M. Furius Camillus V,Ser. Sulpicius Rufus II,,https://en.wikipedia.org/wiki/Marcus_Furius_Camillus,,Table_3,,,,
,C. (or L.) Papirius Crassus[66],T. Quinctius Cincinnatus Capitolinus (III?),,https://en.wikipedia.org#cite_note-66,,Table_3,,,,
383,Consular tribunes,,,,,Table_3,,,,
,L. Valerius Poplicola IV,A. Manlius Capitolinus IV,,,https://en.wikipedia.org/wiki/Aulus_Manlius_Capitolinus,Table_3,,,,
,Ser. Sulpicius Rufus III,L. Lucretius Tricipitinus Flavus III,,,https://en.wikipedia.org/wiki/Lucius_Lucretius_Tricipitinus_Flavus,Table_3,,,,
,L. Aemilius Mamercinus IV,M. Trebonius,,https://en.wikipedia.org/wiki/Lucius_Aemilius_Mamercinus_(consular_tribune_391_BC),,Table_3,,,,
382,Consular tribunes,,,,,Table_3,,,,
,Sp. Papirius Crassus,L. Papirius (Mugillanus?),,,,Table_3,,,,
,Ser. Cornelius Maluginensis III,Q. Servilius Fidenas,,,,Table_3,,,,
,C. Sulpicius Camerinus,L. Aemilius Mamercinus V,,,https://en.wikipedia.org/wiki/Lucius_Aemilius_Mamercinus_(consular_tribune_391_BC),Table_3,,,,
381,Consular tribunes,,,,,Table_3,,,,
,M. Furius Camillus VI,A. Postumius Albinus Regillensis II,,https://en.wikipedia.org/wiki/Marcus_Furius_Camillus,,Table_3,,,,
,L. Postumius Albinus Regillensis II,L. Furius Medullinus,,,,Table_3,,,,
,L. Lucretius Tricipitinus Flavus IV,M. Fabius Ambustus,,https://en.wikipedia.org/wiki/Lucius_Lucretius_Tricipitinus_Flavus,,Table_3,,,,
380,Consular tribunes[67],,,https://en.wikipedia.org#cite_note-67,,Table_3,,,,
,L. Valerius Potitus Poplicola V,P. Valerius Potitus Poplicola III,,,,Table_3,,,,
,Ser. Cornelius Maluginensis IV,Licinus Menenius Lanatus II,,,,Table_3,,,,
,C. Sulpicius Peticus,L. Aemilius Mamercinus VI,,,https://en.wikipedia.org/wiki/Lucius_Aemilius_Mamercinus_(consular_tribune_391_BC),Table_3,,,,
,Cn. Sergius Fidenas Coxo III,Ti. Papirius Crassus,,,,Table_3,,,,
,L. Papirius Mugillanus II,,,,,Table_3,,,,
379,Consular tribunes,,,,,Table_3,,,,
,P. Manlius Capitolinus,Cn. Manlius Vulso,,,,Table_3,,,,
,L. Julius Iullus II,C. Sextilius,,https://en.wikipedia.org/wiki/Lucius_Julius_Iulus_(consular_tribune_388_BC),,Table_3,,,,
,M. Albinius,L. Antistius,,,,Table_3,,,,
,P. Trebonius[68],C. Erenucius[68],,https://en.wikipedia.org#cite_note-costrib-379-68,https://en.wikipedia.org#cite_note-costrib-379-68,Table_3,,,,
378,Consular tribunes,,,,,Table_3,,,,
,Sp. (or L.) Furius,Q. Servillius Fidenas II,,,,Table_3,,,,
,Licinus Menenius Lanatus III,P. Cloelius Siculus,,,,Table_3,,,,
,M. Horatius[69],L. Geganius Macerinus[69],,https://en.wikipedia.org#cite_note-costrib-378-69,https://en.wikipedia.org#cite_note-costrib-378-69,Table_3,,,,
377,Consular tribunes,,,,,Table_3,,,,
,L. Aemilius Mamercinus,P. Valerius Potitus Poplicola IV,,,,Table_3,,,,
,C. Veturius Crassus Cicurinus,Ser. Sulpicius (Rufus IV or Praetextatus),,,https://en.wikipedia.org/wiki/Servius_Sulpicius_Praetextatus,Table_3,,,,
,L. Quinctius Cincinnatus III,C. Quinctius Cincinnatus,,,,Table_3,,,,
376,Consular tribunes,,,,,Table_3,,,,
,L. Papirius (Mugillanus?) III,Licinus Menenius Lanatus IV,,,,Table_3,,,,
,Ser. Cornelius Maluginensis V,Ser. Sulpicius Praetextatus II,,,https://en.wikipedia.org/wiki/Servius_Sulpicius_Praetextatus,Table_3,,,,
375–371,"solitudo magistratuumAccording to Livy (6.35), the tribunes Gaius Licinius Stolo and Lucius Sextius introduced new laws known as the Lex Licinia Sextia, which provoked strong resistance from the patricians. Licinius Stolo and Sextius resorted to using the tribunican veto to prevent either consuls or consular tribunes from being elected.The actual length of this period is controversial, with primary sources stating it was one (Diodorus Siculus), five (Fasti Capitolini), or ten (Livy) years.[70]",,,https://en.wikipedia.orghttp://data.perseus.org/citations/urn:cts:latinLit:phi0914.phi0016.perseus-eng1:35,,Table_3,,,,
370,Consular tribunes,,,,,Table_3,,,,
,L. Furius Medullinus II,A. Manlius Capitolinus V,,,https://en.wikipedia.org/wiki/Aulus_Manlius_Capitolinus,Table_3,,,,
,Ser. Sulpicius Praetextatus III,Ser. Cornelius Maluginensis VI,,https://en.wikipedia.org/wiki/Servius_Sulpicius_Praetextatus,,Table_3,,,,
,P. Valerius Potitus Poplicola V,C. Valerius Potitus,,,,Table_3,,,,
369,Consular tribunes,,,,,Table_3,,,,
,Q. Servilius Fidenas III,C. Veturius Crassus Cicurinus II,,,,Table_3,,,,
,A. Cornelius Cossus,M. Cornelius Maluginensis,,,,Table_3,,,,
,Q. Quinctius (Cincinnatus?),M. Fabius Ambustus II,,,,Table_3,,,,
368,Consular tribunes,,,,,Table_3,,,,
,T. Quinctius Cincinnatus Capitolinus,Ser. Cornelius Maluginensis VII,,,,Table_3,,,,
,Ser. Sulpicius Praetextatus IV,Sp. Servilius Structus,,https://en.wikipedia.org/wiki/Servius_Sulpicius_Praetextatus,,Table_3,,,,
,L. Papirius Crassus,L. Veturius Crassus Cicurinus,,,,Table_3,,,,
367,Consular tribunes,,,,,Table_3,,,,
,A. Cornelius Cossus II,M. Cornelius Maluginensis II,,,,Table_3,,,,
,M. Geganius Macerinus,P. Manlius Capitolinus II,,,,Table_3,,,,
,L. Veturius Crassus Cicurinus II,P. Valerius Potitus Poplicola VI,,,,Table_3,,,,
366,L. Aemilius Mamercinus,L. Sextius Sextinus Lateranus,,https://en.wikipedia.org/wiki/Lucius_Aemilius_Mamercinus_(consul_366_BC),https://en.wikipedia.org/wiki/Lucius_Sextius_Sextinus_Lateranus,Table_3,,,,
365,L. Genucius Aventinensis,Q. Servilius Ahala,,https://en.wikipedia.org/wiki/Lucius_Genucius_Aventinensis,https://en.wikipedia.org/wiki/Quintus_Servilius_Ahala,Table_3,,,,
364,C. Sulpicius Peticus,C. Licinius Calvus[71],,https://en.wikipedia.org/wiki/Gaius_Sulpicius_Peticus,https://en.wikipedia.org/wiki/Gaius_Licinius_Calvus,Table_3,,,,
363,Cn. Genucius Aventinensis,L. Aemilius Mamercinus II,,,https://en.wikipedia.org/wiki/Lucius_Aemilius_Mamercinus_(consul_366_BC),Table_3,,,,
362,Q. Servilius Ahala II,L. Genucius Aventinensis II,,https://en.wikipedia.org/wiki/Quintus_Servilius_Ahala,https://en.wikipedia.org/wiki/Lucius_Genucius_Aventinensis,Table_3,,,,
361,C. Licinius Stolo[71],C. Sulpicius Peticus II,,https://en.wikipedia.org/wiki/Gaius_Licinius_Stolo,https://en.wikipedia.org/wiki/Gaius_Sulpicius_Peticus,Table_3,,,,
360,M. Fabius Ambustus,C. Poetelius Libo Visolus,,https://en.wikipedia.org/wiki/Marcus_Fabius_Ambustus_(consul),https://en.wikipedia.org/wiki/Gaius_Poetelius_Libo_Visolus,Table_3,,,,
359,M. Popillius Laenas,Cn. Manlius Capitolinus Imperiosus,,https://en.wikipedia.org/wiki/Marcus_Popillius_Laenas_(consul_359_BC),,Table_3,,,,
358,C. Fabius Ambustus,C. Plautius Proculus,,https://en.wikipedia.org/wiki/Gaius_Fabius_Ambustus_(consul),https://en.wikipedia.org/wiki/Gaius_Plautius_Proculus,Table_3,,,,
357,C. Marcius Rutilus,Cn. Manlius Capitolinus (Imperiosus II?)[72],,https://en.wikipedia.org/wiki/Gaius_Marcius_Rutilus,https://en.wikipedia.org#cite_note-FOOTNOTEDrummond1989639-72,Table_3,,,,
356,M. Fabius Ambustus II,M. Popillius Laenas II,,https://en.wikipedia.org/wiki/Marcus_Fabius_Ambustus_(consul),https://en.wikipedia.org/wiki/Marcus_Popillius_Laenas_(consul_359_BC),Table_3,,,,
355,C. Sulpicius Peticus III,M. Valerius Poplicola,,https://en.wikipedia.org/wiki/Gaius_Sulpicius_Peticus,https://en.wikipedia.org/wiki/Marcus_Valerius_Poplicola,Table_3,,,,
354,M. Fabius Ambustus III,T. Quinctius Poenus Capitolinus Crispinus[73],,https://en.wikipedia.org/wiki/Marcus_Fabius_Ambustus_(consul),https://en.wikipedia.org/wiki/Titus_Quinctius_Pennus_Capitolinus_Crispinus,Table_3,,,,
353,C. Sulpicius Peticus IV,M. Valerius Poplicola II,,https://en.wikipedia.org/wiki/Gaius_Sulpicius_Peticus,https://en.wikipedia.org/wiki/Marcus_Valerius_Poplicola,Table_3,,,,
352,P. Valerius Poplicola,C. Marcius Rutilus II,,https://en.wikipedia.org/wiki/Publius_Valerius_Poplicola_(consul_352_BC),https://en.wikipedia.org/wiki/Gaius_Marcius_Rutilus,Table_3,,,,
351,C. Sulpicius Peticus V,T. (or C. or K.) Quinctius Poenus (II?)[74],,https://en.wikipedia.org/wiki/Gaius_Sulpicius_Peticus,https://en.wikipedia.org#cite_note-FOOTNOTEBroughton1951127Drummond1989639-74,Table_3,,,,
350,M. Popillius Laenas III,L. Cornelius Scipio,,https://en.wikipedia.org/wiki/Marcus_Popillius_Laenas_(consul_359_BC),,Table_3,,,,
349,L. Furius Camillus[75],Ap. Claudius Crassus Inregillensis,,https://en.wikipedia.org#cite_note-75,https://en.wikipedia.org/wiki/Appius_Claudius_Crassus_Inregillensis,Table_3,,,,
348,M. Valerius Corvus,M. Popillius Laenas IV,,https://en.wikipedia.org/wiki/Marcus_Valerius_Corvus,https://en.wikipedia.org/wiki/Marcus_Popillius_Laenas_(consul_359_BC),Table_3,,,,
347,C. Plautius Venno (or Venox),T. Manlius Imperiosus Torquatus,,https://en.wikipedia.org/wiki/Gaius_Plautius_Venox,https://en.wikipedia.org/wiki/Titus_Manlius_Imperiosus_Torquatus,Table_3,,,,
